issue_id,issue_name,issue_description,issue_type,issue_published_month,issue_published_year,issue_cover_variant,issue_special_issue,issue_tags,issue_front_image,issue_front_image_name,issue_front_image_persons,issue_back_image,issue_back_image_name,issue_back_image_persons,chapter_id,chapter_page,chapter_name,chapter_subtitle,chapter_description,chapter_persons
,Segura - Eva Medusa,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/evamedusa.jpg?v=1505679979,,,,,,,,,,,
,Serpieri - Druuna X,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/drunnax.jpg?v=1505679982,,,,,,,,,,,
,Serpieri - Druuna: Clone,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/0604clonecover_ef0b2750-ad00-4bb3-a3a2-ced60f421d69.jpg?v=1505679983,,,,,,,,,,,
,Serpieri - Druuna: Mandragora,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/mandragore_2fac9ace-c4f6-4bc5-a109-1d6cc461109a.jpg?v=1505679984,,,,,,,,,,,
,Serpieri - Druuna: Morbus Gravis I,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/morbusgravis1_3ace207a-5685-41f8-9842-b8ae6bb043c1.jpg?v=1505679984,,,,,,,,,,,
,Serpieri - Druuna: Morbus Gravis II,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/morbusgravisii.jpg?v=1505679985,,,,,,,,,,,
,Serpieri- Druuna: Aphrodisia,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/aphrodisia_af71042a-8315-4a75-8a24-630084a370c7.jpg?v=1505679992,,,,,,,,,,,
,Serpieri- Druuna: Carnivora,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/carnivora_2b165109-3c58-473c-9d42-6b6f94ee1ca3.jpg?v=1505679993,,,,,,,,,,,
,Serpieri- Druuna: Creatura,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/creatura_5edfb00a-51cd-41fe-9409-d37fc700df9c.jpg?v=1505679993,,,,,,,,,,,
,Serpieri- Druuna: The Forgotten Planet,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/forgottenplanet_0b946538-07af-48aa-8961-b3b080db996c.jpg?v=1505679994,,,,,,,,,,,
,Sex Symbol Dynasty,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/ssdynasty.jpg?v=1505679994,,,,,,,,,,,
,Sha Collection - Mills & Ledroit,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/shacollection.jpg?v=1505679995,,,,,,,,,,,
,Sign #10 - FAKK2 image,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/metal_sign-10.gif?v=1505679995,,,,,,,,,,,
,Sign #12 - FAKK2 Julie fighting by Bisley,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/metal_sign-12.gif?v=1505679995,,,,,,,,,,,
,Sign #6 - Octopus,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/metal_sign-6.gif?v=1505679996,,,,,,,,,,,
,Sign #8-FAKK2 image,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/metal_sign-8.gif?v=1505679996,,,,,,,,,,,
,Sign #9 - FAKK2 by Bisley - Tyler,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/metal_sign-9.gif?v=1505679996,,,,,,,,,,,
,Sleep Little Girl (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_Sleep_Little_Girl_cove.jpg?v=1505680003,,,,,,,,,,,
,Slum Nation Book 1 (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_Slum_Nation_1_cover.jpg?v=1505680004,,,,,,,,,,,
,Slum Nation Book 2 (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_Slum_Nation_2_cover.jpg?v=1505680005,,,,,,,,,,,
,Sorayama DVD  (AB),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/sorayamacd.jpg?v=1505680005,,,,,,,,,,,
,Sperlonga DVD (AB),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/sperlongacd.jpg?v=1505680010,,,,,,,,,,,
,Spies Vixens and Masters of Kung Fu - The Art of Paul Gulacy (VP),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/kung_fu.jpg?v=1505680018,,,,,,,,,,,
,Steampunk Dolls - Sperlonga (Hard Cover),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/Steampunk_Dolls_cover.jpg?v=1505679638,,,,,,,,,,,
,Surfs Up T-shirt (L),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/surfsup_t.jpg?v=1505680012,,,,,,,,,,,
,Surfs Up T-shirt (XL),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/surfsup_t_1c0c24f6-0d41-4e63-9f26-44cff13e7d08.jpg?v=1505680013,,,,,,,,,,,
,Temet Nosce: Know Thyself,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/TemetNosce.jpg?v=1505679469,,,,,,,,,,,
,Tex The Lonesome Rider (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_TEX4K_cover.jpg?v=1505680016,,,,,,,,,,,
,The Art of Mark Texeira (VP),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/texCoverSOL.jpg?v=1505680017,,,,,,,,,,,
,The Art of Neal Adams (VP),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/AdamsArtMedPR.jpg?v=1505680017,,,,,,,,,,,
,The Best of Lorenzo Sperlonga,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/lorenzo-set2.jpg?v=1505680019,,,,,,,,,,,
,The Best of Luis Royo,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo-set.jpg?v=1505680019,,,,,,,,,,,
,The Best of Richard Corben,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/corben-set.jpg?v=1505680020,,,,,,,,,,,
,The Best of Simon Bisley,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/bisley-set2.jpg?v=1505680021,,,,,,,,,,,
,The Bible - The Old Testament,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/thebible_part1.jpg?v=1505680029,,,,,,,,,,,
,The House on Pollack Street (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_Pollack_Street_cover.jpg?v=1505680027,,,,,,,,,,,
,The Journeys of Alexander Icaro (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_Alex_Icaro_cover.jpg?v=1505680027,,,,,,,,,,,
,The Man Who Laughs,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/manwholaughs.jpg?v=1505680028,,,,,,,,,,,
,The Odyssey,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/odyssey.jpg?v=1505680032,,,,,,,,,,,
,The Regulator Collection,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/theregulator.jpg?v=1505680035,,,,,,,,,,,
,The Ultimate Serpieri Druuna Collection,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/serperie2.png?v=1505680035,,,,,,,,,,,
,The Wednesday Conspiracy Book 1 (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_TWC_1_cover.jpg?v=1505680036,,,,,,,,,,,
,The Wednesday Conspiracy Book 2 (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_TWC_2_cover.jpg?v=1505680037,,,,,,,,,,,
,The Wednesday Conspiracy Book 3 (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_TWC_3_cover.jpg?v=1505680037,,,,,,,,,,,
,Thump'n Guts Statue,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/graveyard-05-99-a.gif?v=1505680038,,,,,,,,,,,
,TMNT 25th - Eastman & Laird,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/tmnt25soft_9aabdc17-eda9-4da0-b2b3-c8d4fdf4d8fe.jpg?v=1505679531,,,,,,,,,,,
,TMNT 25th Collection - Bisley Cover,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/TMNT25-cover3.jpg?v=1505680038,,,,,,,,,,,
,TMNT 25th Collection - Bode Cover,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/TMNT25-Bodewrap.jpg?v=1505680039,,,,,,,,,,,
,TMNT 25th Collection - Corben Cover,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/TMNT25-Corbenwrap.jpg?v=1505680040,,,,,,,,,,,
,TMNT 25th Collection - Fabry Cover,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/TMNT25-Cover4.jpg?v=1505680040,,,,,,,,,,,
,Two White Wizards (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_TWW_cover.jpg?v=1505680043,,,,,,,,,,,
,Ulysses by Lob and Pichard,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/ulysses.jpg?v=1505680043,,,,,,,,,,,
,Upturned Stone,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/upturnedstone_252073a2-fa8e-40bc-9b21-ca744bde5f89.jpg?v=1505680044,,,,,,,,,,,
,Vampires:The World of Shadows Illustrated,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/vampires.jpg?v=1505679469,,,,,,,,,,,
,Wallace Wood:The Wizard King (VP),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/wally_wood.jpg?v=1505680053,,,,,,,,,,,
,War Machine,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/warmachine.jpg?v=1505680053,,,,,,,,,,,
,Wicked Kisses by Arantza,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/wicked_kisses.jpg?v=1505679469,,,,,,,,,,,
,Wild Bill is Dead (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_Wild_Bill_cover.jpg?v=1505680055,,,,,,,,,,,
,Wild Sketches I,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/wild_temp.jpg?v=1505680055,,,,,,,,,,,
,Wind of the Gods,,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/windofthegods.jpg?v=1505680055,,,,,,,,,,,
,Zhong Guo (SAF),,book,1,70,1,70,,https://cdn.shopify.com/s/files/1/2358/6005/products/saf_Zhong_Guo_cover.jpg?v=1505680057,,,,,,,,,,,
