Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
iron-maiden-legacy-of-the-beast-halo-face-print-silver-foil,Iron Maiden Legacy of the Beast Halo Face Print (Mirrored Foil),"<p>13x19” Iron Maiden Screaming Eddie Print on Mirrored foil.</p>
<p>The words “Legacy of the Beast” are written in Japanese across the top.</p>
<p>Only 100 made.  Signed by Llexi Leon.</p>",Heavy Metal,Poster,"Dcon 2018, Iron Maiden, onsale, Posters, Signed",true,Title,Default Title,,,,,Iron Maiden Print - Mirrored Foil,454,shopify,81,deny,bandwear-fulfillment,27.00,30.00,true,true,"",https://cdn.shopify.com/s/files/1/2358/6005/products/Eddie-Print-Silver.jpg?v=1543070320,1,,false,,,,,,,,,,,,,,,,,lb,,
iron-maiden-legacy-of-the-beast-halo-face-print-silver-foil,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/IMG_4803.jpeg?v=1543070320,2,,,,,,,,,,,,,,,,,,,,,
iron-maiden-legacy-of-the-beast-halo-face-print,Iron Maiden Legacy of the Beast Halo Face Print (Rainbow Foil Variant),"<p>13x19” Iron Maiden Screaming Eddie Print on Rainbow foil.</p>
<p>The words “Legacy of the Beast” are written in Japanese across the top.</p>
<p>Only 50 made.  Signed by Llexi Leon.</p>",Heavy Metal,Poster,"Dcon 2018, Iron Maiden, New Item, onsale, Posters, Signed",true,Title,Default Title,,,,,Iron Maiden Print - Rainbow Foil,454,shopify,10,deny,bandwear-fulfillment,45.00,50.00,true,true,"",https://cdn.shopify.com/s/files/1/2358/6005/products/Eddie-Print-Rainbow.jpg?v=1543070373,1,,false,,,,,,,,,,,,,,,,,lb,,
iron-maiden-legacy-of-the-beast-halo-face-print,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/IMG_4664.jpg?v=1543070373,2,,,,,,,,,,,,,,,,,,,,,
iron-maiden-legacy-of-the-beast-ii-2018-sdcc-signed-print,Iron Maiden Legacy of the Beast II 2018 SDCC Signed Print,"<p>This 2018 San Diego Comic-Con Exclusive print is drawn &amp; signed by artist Kevin West and limited to 100 units.  Print is 16x25"" and comes on deckled edge paper/</p>
<p><span style=""text-decoration: underline;""><strong><span style=""color: #ff0000; text-decoration: underline;"">***LIMITED TO 30 UNITS ONLINE***</span></strong></span></p>",Heavy Metal - No Sale,Poster,"Iron Maiden, onsale, Posters",true,Title,Default Title,,,,,MERCHANDISE:Iron Maiden 2 Print,907,shopify,16,deny,bandwear-fulfillment,59.94,66.60,true,true,"",https://cdn.shopify.com/s/files/1/2358/6005/products/received10156657123880942.png?v=1531679094,1,,false,,,,,,,,,,,,,,,,,lb,,
shm5385,MISSING TITLE,"",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,360.00,400.00,true,true,,,,,false,,,,,,,,,,,,,,,,,lb,,
shm5585,Royo Poster #01 Provoking Eyes,"<p>Linen Paper19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo01.jpg?v=1505679957,1,Royo Poster #01 Provoking Eyes,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royo01.jpg?v=1505679957,lb,,
shm5555,Royo Poster #31 Urano\'s Drop,"27.5"" x 19.75"" on linen paper <p>A stunning addition to the Royo line up - entitled ""Urano's Drop""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Royo_poster_31.jpg?v=1505679969,1,Royo Poster #31 Urano's Drop,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Royo_poster_31.jpg?v=1505679969,lb,,
shm5534,Royo poster - FAKK2 Julie,"Luis Royo promotional poster image - FAKK2 featuring Julie Strain<p>We just found a sash of these popular posters first released years ago!!</p><p>Luis Royo is amongst our most popular artists with dozens of Heavy Metal titles; check them all        Out !!<a href=""/shm/advanced_search_result.php?keywords=Royo&amp;x=0&amp;y=0"">A complete line up of Royo stuff </a></p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/roypofakk2poster.jpg?v=1505679955,1,Royo poster - FAKK2 Julie,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/roypofakk2poster.jpg?v=1505679955,lb,,
shm5532,Royo Poster #36 The Orcs Cemetery,"Gorgeous new Royo print entitled ""The Orcs Cemetery""<p>linen print measuring 26.75"" x 19.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Royoposter36.jpg?v=1505679973,1,Royo Poster #36 The Orcs Cemetery,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Royoposter36.jpg?v=1505679973,lb,,
shm5507,Bisley Poster Set,"A set of six sexy fun, colorful Simon Bisley posters.  All artwork for these was created in 2008 and 2009.  Each poster can be bought individually for $9.95 each but collect the entire set for just $35.95<p>Each poster is  18"" x 24"" on glossy stock and each is individually shrink wrapped and shipped rolled.</p><p>Shipping for the set is $7.00 ($11 outside the US)</p><p>Bought individually these posters would normally cost $68.70 including shipping - they can be yours now for just $42.95 !!</p>",Heavy Metal,Poster,"Bisley-Eastman Collection, onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,32.36,35.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/bizposters.gif?v=1505679751,1,Bisley Poster Set,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/bizposters.gif?v=1505679751,lb,,
shm5377,Royo Poster #34 Touch of Ice,"A recent  Luis Royo poster, a gorgeous image entitled ""Touch of Ice""<p>19.75"" x 27.5"" on linen paper</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royoposter34.jpg?v=1505679973,1,Royo Poster #34 Touch of Ice,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royoposter34.jpg?v=1505679973,lb,,
shm5252,Sperlonga - Deed 24-744 (NMR),"Lorenzo Sperlonga poster - No Good Deed Goes Unpunished<p>24"" x 36""</p><p>NMR Poster shipping is $6.95 for the first poster and .50 per additional. Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nogooddeedgoesunpunishe.jpg?v=1505680008,1,Sperlonga - Deed 24-744 (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nogooddeedgoesunpunishe.jpg?v=1505680008,lb,,
shm5251,Sperlonga - Daughter\'s Revenge 24-743 (NMR),"Lorenzo Sperlonga poster<p>24"" x 36""</p><p>NMR Poster shipping is $6.95 for the first poster and .50 per additional. Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/daughtersrevenge.jpg?v=1505680008,1,Sperlonga - Daughter's Revenge 24-743 (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/daughtersrevenge.jpg?v=1505680008,lb,,
shm5250,Sperlonga - Tingle 24-657 (NMR),"Lorenzo Sperlonga poster - Tingle <p>24"" x 36""</p><p>NMR Poster shipping is $6.95 for the first poster and .50 per additional. Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Tingle.jpg?v=1505680009,1,Sperlonga - Tingle 24-657 (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Tingle.jpg?v=1505680009,lb,,
shm5240,Victoria Frances poster  #9 - Wounded Violin,"<b>Wounded Violin - the cover of Favole 3</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole9.jpg?v=1505680051,1,Victoria Frances poster  #9 - Wounded Violin,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole9.jpg?v=1505680051,lb,,
shm5239,Victoria Frances poster  #8 - Butterfly,"<b>Victoria Frances poster entitled BUTTERFLY</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole8.jpg?v=1505680050,1,Victoria Frances poster  #8 - Butterfly,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole8.jpg?v=1505680050,lb,,
shm5238,Victoria Frances poster  #7 - Dark Sanctuary,"<b>Dark Sanctuary</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole7.jpg?v=1505680050,1,Victoria Frances poster  #7 - Dark Sanctuary,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole7.jpg?v=1505680050,lb,,
shm5237,Victoria Frances poster  #6 - Death,"<b>Death</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 27.5"" x 19.75""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole6.jpg?v=1505680049,1,Victoria Frances poster  #6 - Death,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole6.jpg?v=1505680049,lb,,
shm5236,Victoria Frances poster  #5 - Crystal Reflections,"<b>Crystal Reflections</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole5.jpg?v=1505680049,1,Victoria Frances poster  #5 - Crystal Reflections,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole5.jpg?v=1505680049,lb,,
shm5235,Victoria Frances poster  #4 - Angel Wings,"<b>Angel Wings</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole4.jpg?v=1505680048,1,Victoria Frances poster  #4 - Angel Wings,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole4.jpg?v=1505680048,lb,,
shm5234,Victoria Frances poster  #3 - Ophelia\'s Dream,"<b>Ophelia's Dream</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole3.jpg?v=1505680048,1,Victoria Frances poster  #3 - Ophelia's Dream,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole3.jpg?v=1505680048,lb,,
shm5233,Victoria Frances poster  #2 - Liberame,"<b>Liberame</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole2.jpg?v=1505680048,1,Victoria Frances poster  #2 - Liberame,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole2.jpg?v=1505680048,lb,,
shm5232,Victoria Frances poster #12 - Persephone,"<b>Victoria Frances poster entitled PERSEPHONE</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 27.5"" x 19.75""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole12.jpg?v=1505680052,1,Victoria Frances poster #12 - Persephone,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole12.jpg?v=1505680052,lb,,
shm5231,Victoria Frances poster  #1 - Diabulus,"<b>Diabulus</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole1.jpg?v=1505680047,1,Victoria Frances poster  #1 - Diabulus,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/favole1.jpg?v=1505680047,lb,,
shm5214,Sperlonga - Dinners Ready Door Poster (NMR),"A whopping 21"" x 60"", this stylish door poster features Lorenzo Sperlongas cheeky ""Dinner's Ready"" painting.<p>NMR Poster shipping is $6.95 for the first poster and .50 per additional.  Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,13.46,14.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/dinnersreadydoor.jpg?v=1505680009,1,Sperlonga - Dinners Ready Door Poster (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/dinnersreadydoor.jpg?v=1505680009,lb,,
shm5103,Sperlonga - Barbwire 24-538 (NMR),"Lorenzo Sperlonga poster<p>24"" x 36""</p><p>NMR Poster shipping is $6.95 for the first poster and .50 per additional.  Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrbarbwire.jpg?v=1505680007,1,Sperlonga - Barbwire 24-538 (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrbarbwire.jpg?v=1505680007,lb,,
shm5102,Royo poster - Alphabet Letter T 24-532 (NMR),"Luis Royo poster<p>24"" x 36""</p><p>NMR Poster shipping is $6.95 for the first poster and .50 per additional.  Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrroyo.jpg?v=1505679954,1,Royo poster - Alphabet Letter T 24-532 (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrroyo.jpg?v=1505679954,lb,,
shm5100,Bisley poster - Fallen Angel 24-530 (NMR),"Simon the Biz Bisley poster<p>24"" x 36""</p><p>NMR Poster shipping is $6.95 for the first poster and .50 per additional.  Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrbizfallenangel.jpg?v=1505679740,1,Bisley poster - Fallen Angel 24-530 (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrbizfallenangel.jpg?v=1505679740,lb,,
shm5099,Bisley poster - Tiger Lady,Simon the Biz Bisley poster<p></p>,Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrtigerlady.jpg?v=1505679748,1,Bisley poster - Tiger Lady,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrtigerlady.jpg?v=1505679748,lb,,
shm5098,The Huntress 24-513 (NMR),"Lorenzo Sperlonga poster<p>24"" x 36""</p><p>NMR Poster shipping is $6.95 for the first poster and .50 per additional.  Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrhuntress.jpg?v=1505680027,1,The Huntress 24-513 (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrhuntress.jpg?v=1505680027,lb,,
shm5097,Sperlonga - Black Wings 24-512 (NMR),"Lorenzo Sperlonga poster<p>Image is 24"" x 36""</p><p>NMR Poster shipping is $6.95 for the first poster and .50 per additional.  Shipping is calculated automatically at checkout.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,8.96,9.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrblackwings.jpg?v=1505680007,1,Sperlonga - Black Wings 24-512 (NMR),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nmrblackwings.jpg?v=1505680007,lb,,
shm5091,Naughty Art: Blue Satin poster (NA),"<b>Blue Satin</b><p>Naughty Art presents Irvin Bomb's erotic paintings as Fine Art posters.</p><p>Printed on Heavy Weight stock. Each Poster is in limited editions, is both signed and numbered by the artist, and includes a Certificate of Authenticity. All posters are 18"" X 24"" inches. </p><p>Own a piece of Naughty Art!</p><p>This item is distributed by Naughty Art (NA).  Your order for this poster will be passed along to NA for immediate processing and shipping.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,17.96,19.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nabluesatin.jpg?v=1505679904,1,Naughty Art: Blue Satin poster (NA),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nabluesatin.jpg?v=1505679904,lb,,
shm5090,Naughty Art: Forbidden Fruit poster (NA),"<b>Forbidden Fruit</b><p>Naughty Art presents Irvin Bomb's erotic paintings as Fine Art posters.Printed on Heavy Weight stock. Each Poster is in limited editions, is both signed and numbered by the artist, and includes a Certificate of Authenticity. All posters are 18"" X 24"" inches.</p><p>Own a piece of Naughty Art!</p><p>This item is distributed by Naughty Art (NA). Your order for this poster will be passed along to NA for immediate processing and shipping.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,17.96,19.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/naforbiddenfruit.jpg?v=1505679904,1,Naughty Art: Forbidden Fruit poster (NA),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/naforbiddenfruit.jpg?v=1505679904,lb,,
shm5089,Naughty Art: Lady Kayla poster (NA),"<b>Lady Kayla</b><p>Naughty Art presents Bomb's erotic paintings as Fine Art posters.Printed on Heavy Weight stock. Each Poster is in limited editions, is both signed and numbered by the artist, and includes a Certificate of Authenticity. All posters are 18"" X 24"" inches.</p><p>Own a piece of Naughty Art!</p><p>This item is distributed by Naughty Art (NA). Your order for this poster will be passed along to NA for immediate processing and shipping.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,17.96,19.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/naladykayla.jpg?v=1505679905,1,Naughty Art: Lady Kayla poster (NA),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/naladykayla.jpg?v=1505679905,lb,,
shm5088,Naughty Art: Girl with Lizzie poster (NA),"<b>Girl With Lizzie</b><p>Naughty Art presents Bomb's erotic paintings as Fine Art posters.Printed on Heavy Weight stock. Each Poster is in limited editions, is both signed and numbered by the artist, and includes a Certificate of Authenticity. All posters are 18"" X 24"" inches.</p><p>Own a piece of Naughty Art!</p><p>This item is distributed by Naughty Art (NA). Your order for this poster will be passed along to NA for immediate processing and shipping.</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,17.96,19.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/nagirlwithlizzie.jpg?v=1505679905,1,Naughty Art: Girl with Lizzie poster (NA),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/nagirlwithlizzie.jpg?v=1505679905,lb,,
shm4957,Royo Poster #33 Prohibited 3,"<p>The cover of the stellar Prohibited 3 is now available as a gorgeous poster19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royoposterprohib3.jpg?v=1505679970,1,Royo Poster #33 Prohibited 3,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royoposterprohib3.jpg?v=1505679970,lb,,
shm4956,Royo Poster #37 Needles of Joy,"Needles of Joy is an illustration from ""The Dark Labyrinth""<p>The latest in the gorgeous line of Luis Royo posters - Back in Stock!!</p><p>27.5"" x 19.75""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/royoposterneedles.jpg?v=1505679973,1,Royo Poster #37 Needles of Joy,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/royoposterneedles.jpg?v=1505679973,lb,,
shm4914,(ES) 1981 Movie Broadsheets,"Heavy Metal 24"" x 18"" 6-scene broadsheet .  <p>Great poster showing the following images: (1) Taarna riding her bird; (2) Taarna's hideway; (3) Corvette through Space; (4) Taxi; (5) Den scene by Richard Corben; and (6) Spaceship.  </p><p> All on one poster.</p><p><b>This poster is distributed by Extensive Search (ES) - Heavy Metal doesn't ship this title. Your order for this poster will be passed along to ES for processing and shipping - please be aware this product may take a few weeks to be delivered.</b></p><p></p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,22.50,25.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/HMBroadsheet.jpg?v=1505679461,1,(ES) 1981 Movie Broadsheets,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/HMBroadsheet.jpg?v=1505679461,lb,,
shm4913,Taarna Theater Movie Display (ES),"22""x28"" theater movie display. Taarna image is 20""x13.5"". <p>The credits and advertising for the movie are on the right side. </p><p>Very good condition with some wears and slight margin tears not affecting the artwork.</p><p>  Great piece of movie memorabilia!!</p><p>This item is distributed by Extensive Search (ES) - Heavy Metal cannot ship this title. Your order for this poster will be passed along to ES for processing and shipping - please be aware this product may take a few weeks to be delivered.</p><p>Shipping for this item is $15.00</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,76.50,85.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/HMTaarnamoviedisplay.jpg?v=1505680014,1,Taarna Theater Movie Display (ES),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/HMTaarnamoviedisplay.jpg?v=1505680014,lb,,
shm4855,Victoria Frances poster #10 - Lady of Sorrow,"<b>Victoria Frances poster entitled LADY OF SORROWS</b><p>A gorgeous image from the studio of Spanish artist Victoria Frances who cites her influences as Edgar Allan Poe, Anne Rice and H.P. Lovecraft as well as Luis Royo and Brom.</p><p>Linen Paper 19.75"" x 27.5""</p>",Heavy Metal,Poster,"onsale, Posters",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,12.59,13.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Victoria_Frances_Lady_of_Sorrows_poster10.jpg?v=1505680051,1,Victoria Frances poster #10 - Lady of Sorrow,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Victoria_Frances_Lady_of_Sorrows_poster10.jpg?v=1505680051,lb,,
