Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
shm5450,Frezzato-Keepers of the Maser 7 (CCB),The Keepers of the Maser Volume 7 by Massimiliano Frezzato &amp; Fabio Ruotolo<p> This is a Cosmetically Challenged copy of a Heavy Metal book and is a bargin at just $7.50 - it normally retails for $14.95</p>,Heavy Metal,Classic Book,"Dinged-Dented, onsale",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,2.25,7.50,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/maser7_0ec608d5-1651-40ce-9e26-4c2e1eff664c.jpg?v=1505679813,1,Frezzato-Keepers of the Maser 7 (CCB),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/maser7_0ec608d5-1651-40ce-9e26-4c2e1eff664c.jpg?v=1505679813,lb,,
shm5449,Frezzato-Keepers of the Maser 3 (CCB),"The Keepers Of The Maser 3 ""Eye of the Sea""<br> Created &amp; Illustrated by Massimiliano Frezzato<p>This is a Cosmetically Challenged copy of a Heavy Metal Book - normally retails at $14.95 - this copy is a bargin at just $7.50</p>",Heavy Metal,Classic Book,"Dinged-Dented, onsale",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,2.25,7.50,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/eyeofsea.jpg?v=1505679811,1,Frezzato-Keepers of the Maser 3 (CCB),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/eyeofsea.jpg?v=1505679811,lb,,
shm5448,Frezzato-Keepers of the Maser 2 (CCB),"Keepers of the Maser 2: Isle of Dwarves<br>Continuation from ""Second Moon""<p>This is a Cosmetically Challenged copy of a Heavy Metal book which normally retails for $16.95 - this copy is a bargin at just $8.50 !!</p>",Heavy Metal,Classic Book,"Dinged-Dented, onsale",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,2.55,8.50,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/ilseofdwarveshard_5c6e332a-6b09-46dd-bb84-41c1920f1595.jpg?v=1505679810,1,Frezzato-Keepers of the Maser 2 (CCB),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/ilseofdwarveshard_5c6e332a-6b09-46dd-bb84-41c1920f1595.jpg?v=1505679810,lb,,
shm5447,Frezzato-Keepers of the Maser 1 (CCB),"The Keepers of the Maser - Volume 1 ""The 2nd Moon<br>  Created &amp; Illustrated by Frezzato<p>This is a Cosmetically Challenged copy of a Heavy Metal book - it normally retails for $14.95 and is a bargin at just $7.50 !!</p>",Heavy Metal,Classic Book,"Dinged-Dented, onsale",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,2.25,7.50,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/2ndmoon_9c9ad334-da1b-4468-9c28-dbd577e714ef.jpg?v=1505679810,1,Frezzato-Keepers of the Maser 1 (CCB),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/2ndmoon_9c9ad334-da1b-4468-9c28-dbd577e714ef.jpg?v=1505679810,lb,,
shm5446,"Favole 2, Victoria Frances","Her name is Favole and she lives his eternity in solitude, she walks under dark river channels and through thick fog that floods the surface of Venice. Victoria Franc_s has surprised us with the success of Favole I and continues her story in Favole II: Set Me Free. Again she focuses on the dark creatures in form of vampires, witches and phantoms. Favole II takes us to dark and beautiful places in search of her lover Ezequiel.",Heavy Metal,Classic Book,"Dinged-Dented, onsale",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,6.59,21.95,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/Favolebook2.jpg?v=1505679797,1,"Favole 2, Victoria Frances (CCB)",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Favolebook2.jpg?v=1505679797,lb,,
shm5445,Bisley\'s Illustrations from The Bible (CCB),"Simon Bisley's Illustrations from The Bible has been reprinted and is now back in stock!!                                                      After years in the making, Simon Bisley presents ""Illustrations From the Bible: A Work in Progress"" _ 120 beautifully crafted illustrations and paintings from The Garden of Eden and Noah's Ark to the death and Ascension of Christ.  Also included are samples of the creative process, from preliminary sketches through glorious finished works.  Hand-picked Bible quotes accompany each piece.Working closely with the artist, Heavy Metal Books has collected all 120 black and white illustrations and paintings in this spectacular oversized, soft cover book.Several illustrations from this project are also available as lithographs on archival paper <a href=""product_info.php?cPath=39&amp;products_id=3761""> Ascension </a>,  <a href=""product_info.php?cPath=39&amp;products_id=3762"">Annunciation </a>,  <a href=""product_info.php?cPath=39&amp;products_id=3763"">Christ on the Cross </a> and<a href=""product_info.php?cPath=39&amp;products_id=3764""> David &amp; Goliath </a><p><b>A Cosmetically Challenged Copy of a Heavy Metal Book - this copy has dings and dents but is completely readable - Regularly priced at $21.95</b></p>",Heavy Metal,Classic Book,"Dinged-Dented, onsale",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,3.60,11.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/thebible2.jpg?v=1505679752,1,Bisley's Illustrations from The Bible (CCB),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/thebible2.jpg?v=1505679752,lb,,
shm5444,Manara- Borgia #1 - Blood For The Pope (CCB),"By Jodorowsky &amp; ManaraRome is no longer a holy city, but chaos without law or faith. The Borgia mafia, the first godfathers of history, have taken over.<pp> Also check out Borgia <a href=""product_info.php?products_id=4620"">Volume 2 </a><p>Hardcover - 56 pages - full color</p><p>Volumes 2 and 3 are now also available</p><p>This is a Cosmetically Challenged copy of a Heavy Metal book - it normally retails for $14.95 and is a bargin at just $7.50 !!</p></pp>",Heavy Metal,Classic Book,"Dinged-Dented, onsale",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,2.25,7.50,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/borgia.jpg?v=1505679892,1,Manara- Borgia #1 - Blood For The Pope (CCB),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/borgia.jpg?v=1505679892,lb,,
shm5443,Manara- Borgia #2 - Power & Incest (CCB),"<b>BACK IN STOCK!!</b><br> ""Borgia, Power &amp; Incest"" is the second in a series by Heavy Metal favorite, Italian artist Milo Manara and the Chilean born writer, movie director Alexander Jodorowsky.  <p>The Borgias have always been fascinating.  Famous for giving us some of Rome's most distinguished dignitaries in the 16th century, but also for their Machiavellian cunning and their skills with poisons, the Borgias are a symbol of Renaissance decadence.  Jodorowsky and Manara have made the story of that diabolical dynasty their own, to bring us a forceful saga that combines power, betrayal, death and sacrilege. </p><p> Also check out Borgia <a href=""product_info.php?products_id=4207"">Volume 1 </a><b>56 pages Hardcover</b></p><p>A Cosmetically Challenged copy of a Heavy Metal book - regularly priced at $14.95 - this is a bargin at just $7.50 !!</p>",Heavy Metal,Classic Book,"Dinged-Dented, onsale",false,Variant,Default Title,,,,,"",0,shopify,0,deny,bandwear-fulfillment,2.25,7.50,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/borgia2.jpg?v=1505679892,1,Manara- Borgia #2 - Power & Incest (CCB),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/borgia2.jpg?v=1505679892,lb,,
shm5442,"Favole 1, Victoria Frances","Favole 1 - Stone Tears<br>Victoria Frances
<p>Victoria Frances presents an illustrated Gothic fantasy. This is a world filled with vampires, magic and the undying spirit of lovers. Enter the dark magic world of Favole. Submerge yourself in the waters of a lethal pond. Or walk the leafy paths of the dark forests. And should you feel the presence of dead spirits and fairies at your side... Do not lift your gaze... Continue on your path. For beauty and death dances here.</p>",Heavy Metal,Classic Book,"allowsale, Dinged-Dented, onsale",true,Variant,Default Title,,,,,BOOKS:FAVOLE 1 - Stone Tears,680,shopify,0,deny,bandwear-fulfillment,6.59,21.95,true,true,"",https://cdn.shopify.com/s/files/1/2358/6005/products/Favolebook1.jpg?v=1505679797,1,"Favole 1, Victoria Frances (CCB)",false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/Favolebook1.jpg?v=1505679797,oz,,
shm5440,Netherworld 1 - Pleasure Model (HM Pulp),"<b>Netherworld Book 1 - Pleasure Model</b><p>From the gritty, torrid world of pulp noir to the slick cutting edge visual style of graphic novels comes a fusion that will change the face of pop culture forever. A riveting format in a style only Heavy Metal can deliver.<br><br>Written by world renowned science fiction and fantasy author<br>Christopher Rowley<br>Illustrated by fan favorite artist<br>Justin Norman<br><br><b>Heavy Metal Pulp<br>A visionary fusion of pulp noir and graphic novel.</b><br><br></p><div align=""center""><a href=""../heavy_metal_pulp/pleasure_model.pdf""><img src=""../heavy_metal_pulp/download_chapter_1.jpg"" width=""186"" height=""258"" border=""0""></a><br>  Best viewed using<br><a href=""http://get.adobe.com/reader/"" target=""_blank"">Adobe Acrobat Reader</a> (free) </div>",Heavy Metal,Classic Book,"allowsale, Classic Books, onsale",true,Variant,Default Title,,,,,BOOKS:NETHERWORLD 1 - Pleasure Model,0,shopify,0,deny,bandwear-fulfillment,4.50,14.99,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/pleasure_model_cover.jpg?v=1505679907,1,Netherworld 1 - Pleasure Model (HM Pulp),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/pleasure_model_cover.jpg?v=1505679907,lb,,
