Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
shm4863,<!--- 2008 --->Calendar 2008 Art of Heavy Metal,"<p>The Official Heavy Metal 2008 Wall Calendar. 12"" x 12"", opens out double size. Ample room for recording important dates and events and stellar artwork to enjoy year round.Was $12.95, Now Ony $6.50</p>",Heavy Metal,Calendar,"Calendars, onsale",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/2008_heavymetal.jpg?v=1505679512,1,Calendar 2008 Art of Heavy Metal,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/2008_heavymetal.jpg?v=1505679512,lb,,
shm4862,<!--- 2008 --->Calendar 2008 Ken Kelly,"<p>Official Heavy Metal Ken Kelly 2008 Calendar. 12"" x 12"", opens out double size. Ample room for recording important dates and events and stellar artwork to enjoy year round.Was $12.95, Now 0nly $6.50</p>",Heavy Metal,Calendar,"Calendars, Ken Kelly, onsale",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/2008_kelly.jpg?v=1505679513,1,Calendar 2008 Ken Kelly,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/2008_kelly.jpg?v=1505679513,lb,,
shm4339,<!--- 2007 --->Calendar 2007 - Alex Horley,"<p><b>Featuring the image of Stacy E. Walker</b></p>
<p>Original Narrative by N.Y. Times best selling author Heather Graham.</p>
<p>Supermodel Stacy E. Walker and artist Alex Horley are the hottest duo impacting the world of fantasy art. Together they share a passionate vision of art and imagination that has put their collaborations in high demand amongst collectors around the world.</p>
<p>12"" x 12"" wall calendar, opens out double size. Ample room for recording important dates and events and stellar artwork of Alex Horley to enjoy year round.</p>",Heavy Metal,Calendar,"Alex Horley, Calendars, onsale",true,Variant,Default Title,,,,,MERCHANDISE:Calendar,0,shopify,4,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/2007_horley.jpg?v=1505679511,1,Calendar 2007 Alex Horley,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/2007_horley.jpg?v=1505679511,lb,,
shm4130,<!--- 2006 --->Calendar 2006 - John Zeleznik,"<p>Featuring the works of award winning illustrator John Zeleznik - Including two new images created exclusively for the 2006 calendar!All Calendars are now a whopping 50% Off - Was $12.95, now just $6.50</p>",Heavy Metal,Calendar,"Calendars, onsale",true,Variant,Default Title,,,,,MERCHANDISE:Calendar,0,shopify,77,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/06zeleznik.jpg?v=1505679509,1,Calendar 2006 John Zeleznik,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/06zeleznik.jpg?v=1505679509,lb,,
shm4129,<!--- 2006 --->Calendar 2006 - Art of Heavy Metal,"<p>The best of Heavy MetalAll Calendars are now a whopping 50% Off - Was $12.95, now just $6.50</p>",Heavy Metal,Calendar,"Calendars, onsale",true,Variant,Default Title,,,,,MERCHANDISE:Calendar,0,shopify,67,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/06heavymetal.jpg?v=1505679508,1,Calendar 2006 Art of Heavy Metal,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/06heavymetal.jpg?v=1505679508,lb,,
shm4127,<!--- 2006 --->Calendar 2006 Lorenzo Sperlonga,"<p>Wings""It was pride that changed angels into devils..."" - Saint AugustineAll Calendars are now a whopping 50% Off - Was $12.95, now just $6.50</p>",Heavy Metal,Calendar,"Calendars, Lorenzo Sperlonga, onsale",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/06sperlonga.jpg?v=1505679509,1,Calendar 2006 Lorenzo Sperlonga,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/06sperlonga.jpg?v=1505679509,lb,,
shm3786,<!--- 2005 --->Calendar 2005 Julie Strain (works for 2011 too),That's right!  One full year of Julie!! - to be enjoyed in both 2005 and now again in 2011!<p>A free signed photograph of Julie is enclosed</p>,Heavy Metal,Calendar,"Calendars, onsale",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/2005jstrain.jpg?v=1505679506,1,Calendar 2005 Julie Strain (works for 2011 too),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/2005jstrain.jpg?v=1505679506,lb,,
shm3785,<!--- 2005 --->Calendar 2005 Babes with Blades (also works in 2011),Featuring the Arms &amp; Armour of Tony Swatton and the Photos &amp; Art of Tiger Lee<p>Also works as a 2011 calendar</p>,Heavy Metal,Calendar,"Calendars, onsale",false,Variant,Default Title,,,,,,0,shopify,0,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/2005babes.jpg?v=1505679505,1,Calendar 2005 Babes with Blades (also works in 2011),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/2005babes.jpg?v=1505679505,lb,,
shm3784,<!--- 2005 --->Calendar 2005 - Hildebrandt (also works in 2011),12 months worth of the greatest pin-up art around.<p>This calendar works in 2011 too!!!</p>,Heavy Metal,Calendar,"Calendars, onsale",true,Variant,Default Title,,,,,MERCHANDISE:Calendar,0,shopify,68,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/2005hildebrandt.jpg?v=1505679506,1,Calendar 2005 Hildebrandt (also works in 2011),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/2005hildebrandt.jpg?v=1505679506,lb,,
shm3783,<!--- 2005 --->Calendar 2005 - Art of Heavy Metal (also good for 2011 dates),The Art of Heavy Metal<p>Featuring 12 full months of the very best of your favorite artists!</p><p>Worked in 2005 and works again in 2011</p>,Heavy Metal,Calendar,"Calendars, onsale",true,Variant,Default Title,,,,,MERCHANDISE:Calendar,0,shopify,75,deny,bandwear-fulfillment,7.50,15.00,true,true,,https://cdn.shopify.com/s/files/1/2358/6005/products/2005heavymetal.jpg?v=1505679505,1,Calendar 2005 Heavy Metal (also good for 2011 dates),false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2358/6005/products/2005heavymetal.jpg?v=1505679505,lb,,
